ID,V2,V5,V6,DrivingStyle
DR_59777,1696,22823,5,Aggressive
DR_54830,613,3052,2,Normal
DR_30955,697,2800,2,Normal
DR_38440,1705,35669,6,Aggressive
DR_35353,1704,21940,6,Normal
DR_66134,1673,27970,6,Normal
DR_23701,1730,38658,6,Vague
DR_62490,657,2554,2,Normal
DR_64800,848,6757,2,Normal
DR_41776,1004,10719,2,Normal
DR_69574,614,3042,2,Normal
DR_38896,1714,39113,6,Aggressive
DR_34454,573,2633,2,Normal
DR_13642,1681,17150,4,Vague
DR_36516,2036,17669,6,Normal
DR_63479,569,3008,2,Normal
DR_67395,1693,13313,5,Vague
DR_74119,1680,29256,6,Normal
DR_66905,1700,36047,6,Aggressive
DR_59268,531,1865,2,Vague
DR_73905,587,2814,2,Normal
DR_7145,580,2467,2,Aggressive
DR_40654,550,2273,2,Vague
DR_40079,673,3169,2,Vague
DR_45090,749,1607,2,Vague
DR_52081,575,2642,2,Vague
DR_65300,530,2140,2,Vague
DR_32593,1719,28670,5,Aggressive
DR_69904,1703,18947,5,Aggressive
DR_43271,1948,23974,5,Normal
DR_23549,571,2790,2,Vague
DR_4120,1729,33614,6,Normal
DR_25062,566,2353,2,Normal
DR_61569,2022,29672,6,Vague
DR_33720,1740,23980,6,Vague
DR_37633,1970,18619,6,Vague
DR_23255,1702,27734,6,Vague
DR_66381,1704,28113,6,Normal
DR_61497,1709,24282,6,Aggressive
DR_45610,1720,22890,6,Normal
DR_30405,1701,34064,6,Normal
DR_65478,1966,19639,5,Normal
DR_12369,1761,14620,4,Normal
DR_61245,1706,24735,5,Aggressive
DR_15310,2126,26463,5,Aggressive
DR_50511,1961,17671,6,Aggressive
DR_60613,2035,21716,5,Aggressive
DR_63332,536,1816,2,Vague
DR_33594,604,2265,2,Normal
DR_34779,1130,1229,4,Normal
DR_61555,1703,20166,6,Aggressive
DR_36897,1029,9510,2,Normal
DR_60067,617,2416,2,Normal
DR_64928,1769,26598,6,Vague
DR_52755,1655,18799,6,Normal
DR_16834,1270,10670,2,Vague
DR_68979,624,2820,2,Normal
DR_68041,1647,17234,4,Normal
DR_31514,576,2802,2,Normal
DR_60354,1666,19487,4,Normal
DR_66197,486,1602,2,Normal
DR_5405,577,2871,2,Normal
DR_45143,619,2500,2,Normal
DR_67471,589,2609,2,Normal
DR_70536,603,2444,2,Normal
DR_41130,562,2108,2,Aggressive
DR_13365,563,2012,2,Normal
DR_28472,520,2469,2,Normal
DR_66855,549,1960,2,Aggressive
DR_14310,1668,13788,4,Normal
DR_16880,553,2129,2,Vague
DR_43944,586,1313,2,Vague
DR_47129,561,2058,2,Normal
DR_22092,602,1930,2,Vague
DR_74094,735,2525,2,Vague
DR_71893,540,1956,2,Vague
DR_13558,561,1767,2,Vague
DR_16606,563,2902,2,Normal
DR_31881,568,1598,2,Vague
DR_69431,541,2308,2,Vague
DR_26401,1649,23633,5,Vague
DR_65183,561,2094,2,Normal
DR_51417,589,2062,2,Vague
DR_52533,687,6248,2,Vague
DR_16392,554,2396,2,Vague
DR_44946,532,2063,2,Normal
DR_47827,575,1904,2,Vague
DR_14423,577,1787,2,Vague
DR_42922,551,1981,2,Vague
DR_7070,577,2074,2,Vague
DR_24367,596,2716,2,Normal
DR_27853,527,1540,2,Vague
DR_21625,592,2082,2,Vague
DR_10942,1189,11876,3,Vague
DR_34462,569,2459,2,Vague
DR_36049,539,2008,2,Vague
DR_18765,1468,17057,4,Vague
DR_6641,1250,9866,2,Vague
DR_49461,1693,18358,6,Vague
DR_7161,1714,29368,6,Vague
DR_53217,1724,27250,6,Normal
DR_69927,1448,15166,6,Vague
DR_44886,1741,30331,6,Normal
DR_31248,1986,13074,5,Normal
DR_17048,574,1958,2,Vague
DR_24993,770,4443,3,Vague
DR_51201,1718,19337,6,Aggressive
DR_32052,1959,23097,6,Aggressive
DR_46527,1984,13044,5,Normal
DR_11063,1705,16112,6,Vague
DR_48433,1703,25735,6,Normal
DR_46039,1511,5000,5,Normal
DR_6111,559,1837,2,Normal
DR_58953,1960,13557,4,Aggressive
DR_60086,2035,35050,7,Vague
DR_37020,970,3290,4,Normal
DR_31320,563,1623,2,Normal
DR_15971,627,2868,2,Vague
DR_49351,952,7388,2,Vague
DR_37528,551,2137,2,Aggressive
DR_48975,574,2281,2,Normal
DR_57991,577,2386,2,Aggressive
DR_23047,539,1685,2,Normal
DR_44914,611,1722,2,Normal
DR_42336,576,1761,2,Normal
DR_39588,571,1926,2,Normal
DR_67568,546,2166,2,Normal
DR_67116,573,1756,2,Normal
DR_27114,645,2700,2,Normal
DR_64717,517,1746,2,Normal
DR_25801,926,14225,3,Normal
DR_30425,627,2921,2,Normal
DR_34914,557,1736,2,Normal
DR_41447,604,2676,2,Normal
DR_71443,604,2329,2,Normal
DR_4644,697,2373,2,Aggressive
DR_42068,599,2419,2,Normal
DR_51254,617,2446,2,Normal
DR_21725,651,2118,2,Normal
DR_25911,602,2009,2,Vague
DR_49265,569,2370,2,Vague
DR_10495,530,2159,2,Vague
DR_47434,609,2262,2,Normal
DR_26091,578,1869,2,Vague
DR_5182,554,1946,2,Vague
DR_65871,612,2187,2,Vague
DR_33418,577,2317,2,Normal
DR_50402,575,1858,2,Normal
DR_22982,627,3133,2,Vague
DR_33352,570,2412,2,Vague
DR_53719,1063,3422,4,Vague
DR_68276,602,3040,3,Aggressive
DR_51141,622,2329,2,Vague
DR_65705,665,1973,2,Vague
DR_6898,1815,31211,6,Aggressive
DR_28010,846,2747,3,Vague
DR_71634,546,2306,2,Normal
DR_42161,556,2117,2,Normal
DR_34377,548,1317,2,Vague
DR_45412,552,1765,2,Normal
DR_53229,1703,15793,5,Vague
DR_24753,558,1590,2,Normal
DR_61256,545,2055,2,Aggressive
DR_11185,530,1571,2,Vague
DR_63936,510,1876,2,Normal
DR_44072,554,2064,2,Normal
DR_21175,494,1895,2,Aggressive
DR_22608,763,1095,2,Vague
DR_20693,512,1842,2,Normal
DR_41042,1205,2903,4,Vague
DR_15038,636,2572,2,Normal
DR_13948,598,2368,2,Normal
DR_68687,621,1915,2,Normal
DR_53713,704,3106,2,Vague
DR_58239,1224,9807,2,Vague
DR_41889,1917,32393,6,Normal
DR_46960,490,1328,2,Normal
DR_42703,583,2442,2,Normal
DR_29958,534,1992,2,Normal
DR_61182,1726,18834,5,Aggressive
DR_51383,563,2205,2,Normal
DR_48288,534,1596,2,Normal
DR_28329,531,2055,2,Normal
DR_60604,563,1927,2,Normal
DR_54973,588,2183,2,Normal
DR_22667,522,1880,2,Normal
DR_47876,605,1930,2,Normal
DR_48304,580,2066,2,Normal
DR_28123,577,1677,2,Normal
DR_73825,522,2226,2,Vague
DR_21174,628,2438,2,Vague
DR_74251,555,1637,2,Vague
DR_74904,574,1698,2,Normal
DR_19400,560,2145,2,Vague
DR_17149,526,2273,2,Vague
DR_33961,553,1765,2,Vague
DR_64285,575,2043,2,Vague
DR_5620,574,2078,2,Vague
DR_73665,740,172,2,Vague
DR_72290,549,2410,2,Vague
DR_70319,557,1286,2,Vague
DR_47552,521,1127,2,Normal
DR_26297,586,1920,2,Normal
DR_36145,604,1834,2,Normal
DR_45112,578,2198,2,Vague
DR_42420,582,2089,2,Normal
DR_62497,952,3414,3,Aggressive
DR_17134,543,1964,2,Vague
DR_21796,1711,12982,6,Aggressive
DR_39557,601,1338,2,Vague
DR_11233,541,1445,2,Normal
DR_63362,651,1748,2,Normal
DR_49336,610,2325,2,Vague
DR_19100,2057,12717,6,Vague
DR_33495,1723,23192,4,Aggressive
DR_68675,1705,22045,6,Normal
DR_38939,1705,25447,5,Aggressive
DR_48737,1701,26403,6,Aggressive
DR_68998,1295,10945,5,Vague
DR_54708,2011,15368,5,Vague
DR_55305,1538,14349,3,Normal
DR_61321,444,1107,2,Normal
DR_27633,1720,30214,6,Vague
DR_26468,2037,22288,5,Normal
DR_27771,606,2380,2,Vague
DR_19817,504,2013,2,Vague
DR_28631,555,1756,2,Vague
DR_46673,652,2913,2,Vague
DR_12405,1672,14487,4,Normal
DR_24911,574,1867,2,Vague
DR_52184,552,2238,2,Normal
DR_14163,645,2643,2,Vague
DR_49160,635,2357,2,Vague
DR_38209,561,2153,2,Normal
DR_71806,645,2122,2,Normal
DR_32709,562,2753,2,Normal
DR_5721,573,1714,2,Normal
DR_28413,625,1824,2,Normal
DR_47244,1685,13206,4,Normal
DR_10360,512,1531,2,Normal
DR_5998,1688,25044,6,Normal
DR_50608,642,2572,2,Normal
DR_17279,656,3080,2,Normal
DR_74092,1681,9601,5,Normal
DR_31595,1696,14743,4,Normal
DR_33622,637,1967,2,Normal
DR_6555,608,3120,2,Normal
DR_24312,1657,27313,6,Normal
DR_38619,752,5440,2,Normal
DR_44113,1671,14582,5,Normal
DR_59989,573,1999,2,Normal
DR_51310,524,1016,2,Vague
DR_38849,1699,9912,4,Normal
DR_70407,520,2089,2,Normal
DR_69362,1701,8710,4,Vague
DR_67049,639,2199,2,Aggressive
DR_34321,1741,25045,5,Aggressive
DR_59289,1667,7614,5,Normal
DR_74850,1701,32151,6,Vague
DR_47611,1709,34636,6,Normal
DR_47122,538,1739,2,Vague
DR_33095,1648,12062,5,Normal
DR_22387,1717,23440,6,Normal
DR_62032,1743,19458,6,Aggressive
DR_22590,1709,20429,6,Aggressive
DR_11095,2002,18248,5,Aggressive
DR_37530,1763,20200,6,Normal
DR_56371,1707,21249,6,Normal
DR_66766,1993,22061,5,Normal
DR_13917,1713,23122,6,Aggressive
DR_24173,1766,20441,6,Normal
DR_48313,1718,17297,5,Normal
DR_39040,1712,15173,5,Aggressive
DR_54085,2066,20485,6,Vague
DR_44884,1721,17750,5,Aggressive
DR_7019,1708,12599,6,Normal
DR_7210,1719,15919,5,Aggressive
DR_26506,1756,19772,6,Normal
DR_58204,2032,23580,5,Aggressive
DR_29241,1992,32470,6,Vague
DR_4535,2140,23558,5,Vague
DR_55257,1703,19208,5,Normal
DR_68768,1678,17069,6,Vague
DR_58563,1707,24947,6,Aggressive
DR_61874,2026,15080,4,Aggressive
DR_65084,1371,10097,4,Vague
DR_73760,1740,20760,6,Aggressive
DR_45703,609,2456,2,Vague
DR_46921,1354,6248,5,Normal
DR_24035,643,2108,2,Normal
DR_63053,1637,11008,4,Normal
DR_41723,583,1721,2,Normal
DR_42638,1712,20121,5,Normal
DR_52807,1699,26770,6,Normal
DR_18750,1724,21909,6,Aggressive
DR_18700,1710,24132,6,Aggressive
DR_33387,522,1615,2,Normal
DR_62395,568,1555,2,Normal
DR_37136,1640,13014,4,Normal
DR_38409,1700,23778,6,Aggressive
DR_6607,1956,18349,6,Aggressive
DR_60417,1747,24184,6,Aggressive
DR_47688,795,1837,3,Normal
DR_53965,1699,20190,5,Normal
DR_59413,1674,27733,6,Aggressive
DR_34709,1693,32751,6,Normal
DR_72706,1700,15818,5,Aggressive
DR_72204,1134,4552,4,Normal
DR_46351,647,2136,2,Normal
DR_43424,620,1940,2,Normal
DR_19493,1698,18598,4,Vague
DR_4282,1683,16793,5,Normal
DR_50424,1668,15400,5,Normal
DR_49709,630,1391,2,Vague
DR_35911,659,2147,2,Vague
DR_50707,1868,20495,6,Vague
DR_61862,1650,20514,5,Vague
DR_47602,1688,10522,4,Vague
DR_54573,1754,25842,6,Aggressive
DR_45583,1713,19497,5,Normal
DR_41995,1688,23048,6,Normal
DR_37496,1707,13654,6,Vague
DR_10796,1849,18654,5,Vague
DR_25210,1816,1528,4,Normal
DR_54996,1684,12407,5,Vague
DR_63104,1697,17598,6,Vague
DR_18929,1722,20247,6,Normal
DR_69767,1754,24939,6,Aggressive
DR_11050,1744,22933,6,Aggressive
DR_4688,1985,15719,5,Aggressive
DR_21979,1647,7467,5,Normal
DR_64416,1959,17498,6,Aggressive
DR_38104,1768,16810,6,Aggressive
DR_59190,1716,18656,6,Aggressive
DR_46329,1705,18052,6,Aggressive
DR_35414,2013,15682,5,Normal
DR_74797,1690,13839,5,Vague
DR_61122,1997,15052,5,Normal
DR_26818,1690,16341,6,Normal
DR_62603,2017,14540,5,Normal
DR_26174,1770,23789,6,Aggressive
DR_70035,1600,7209,6,Vague
DR_74581,1704,11548,6,Aggressive
DR_50892,1981,8273,5,Normal
DR_55861,1720,14297,5,Normal
DR_6540,1702,12433,5,Aggressive
DR_4238,681,2208,2,Normal
DR_61171,1940,8841,6,Normal
DR_37359,1968,7699,5,Normal
DR_71725,1704,14813,5,Normal
DR_31448,1943,32160,6,Aggressive
DR_70639,1673,10240,5,Normal
DR_15267,1390,7060,6,Vague
DR_7371,612,2248,2,Normal
DR_41680,772,2805,2,Vague
DR_37567,1722,17704,5,Aggressive
DR_54071,1703,20356,6,Normal
DR_55513,993,5808,2,Aggressive
DR_53078,654,2826,2,Normal
DR_65933,1714,25366,6,Normal
DR_24202,976,1946,4,Normal
DR_24537,554,1452,2,Normal
DR_54962,1694,14582,5,Normal
DR_66670,1314,2914,3,Normal
DR_10655,617,1622,2,Normal
DR_11205,745,2334,2,Normal
DR_45339,1572,11815,4,Normal
DR_31644,1674,23943,6,Normal
DR_10416,616,1545,2,Normal
DR_55880,1718,25126,6,Normal
DR_73136,660,2616,2,Vague
DR_48316,654,1819,2,Vague
DR_31570,1632,10749,5,Normal
DR_47554,1719,20107,6,Normal
DR_34701,1744,18203,6,Vague
DR_58530,1456,10206,5,Vague
DR_71851,1951,19611,6,Normal
DR_27058,802,2036,3,Vague
DR_40933,1702,14134,6,Vague
DR_37902,528,1429,2,Vague
DR_6573,1699,12918,6,Normal
DR_55536,1731,25337,5,Vague
DR_20655,520,1632,2,Normal
DR_43336,1618,16369,6,Normal
DR_67503,1676,15712,6,Normal
DR_11194,2038,19122,6,Aggressive
DR_36255,1712,19384,6,Aggressive
DR_58635,2020,20208,6,Aggressive
DR_10686,1687,8832,5,Normal
DR_45682,1712,10400,5,Aggressive
DR_41892,1573,8414,6,Normal
DR_70359,1679,21909,6,Normal
DR_69832,1610,9213,6,Normal
DR_27222,1386,13175,6,Normal
DR_20665,1714,17346,6,Normal
DR_31501,1719,22630,6,Aggressive
DR_51268,1684,25835,6,Aggressive
DR_48133,1881,6220,6,Vague
DR_62518,1711,23920,6,Aggressive
DR_73559,1963,13455,4,Normal
DR_63650,2000,16454,4,Normal
DR_44529,2063,26820,6,Normal
DR_29887,1739,22172,6,Aggressive
DR_51990,2012,14881,5,Aggressive
DR_74497,1329,13280,6,Aggressive
DR_69790,1930,14799,4,Aggressive
DR_35509,769,671,2,Aggressive
DR_64471,957,3420,3,Normal
DR_56116,1687,12018,6,Normal
DR_32563,2012,21997,6,Vague
DR_18770,2069,20227,5,Aggressive
DR_19402,1634,5104,4,Normal
DR_50755,557,1341,2,Vague
DR_72433,581,2023,2,Vague
DR_53028,1717,15449,6,Normal
DR_73646,1702,15807,6,Aggressive
DR_45692,1036,11744,3,Normal
DR_66938,860,4390,2,Normal
DR_35214,713,6413,2,Normal
DR_22557,1709,8976,5,Aggressive
DR_63418,1737,12560,4,Aggressive
DR_23981,574,1909,2,Normal
DR_61807,1703,14939,5,Aggressive
DR_62720,548,1579,2,Normal
DR_46334,1724,15939,6,Normal
DR_74843,1697,12544,5,Normal
DR_69321,1716,26954,6,Normal
DR_23704,561,1349,2,Normal
DR_42313,563,2337,2,Normal
DR_5728,888,5493,2,Normal
DR_6238,494,1363,2,Normal
DR_41441,1029,10631,3,Vague
DR_73778,599,2218,2,Normal
DR_23914,1284,5157,4,Vague
DR_36876,1396,13360,5,Vague
DR_13982,586,2509,2,Vague
DR_18112,538,1986,2,Normal
DR_14761,1731,24537,6,Aggressive
DR_7202,673,1937,2,Vague
DR_56378,1699,23109,6,Normal
DR_23758,557,2003,2,Vague
DR_69249,1738,19927,6,Normal
DR_20598,1675,13864,5,Vague
DR_35194,1676,19895,6,Vague
DR_54581,545,1249,2,Vague
DR_70588,1716,12322,5,Aggressive
DR_32373,1760,17698,5,Normal
DR_27643,1965,19864,5,Vague
DR_41661,1730,19407,6,Aggressive
DR_32461,572,1887,2,Vague
DR_70792,1730,21946,6,Normal
DR_12437,1783,23934,6,Aggressive
DR_49492,1694,22118,6,Vague
DR_53419,585,1397,2,Vague
DR_42070,1712,24125,6,Aggressive
DR_62250,1980,14263,6,Vague
DR_47847,1699,11010,6,Vague
DR_69439,530,1311,2,Vague
DR_41419,1713,16801,6,Normal
DR_73053,1979,12142,5,Vague
DR_63885,2063,14571,5,Normal
DR_7201,1728,16243,5,Normal
DR_27472,1670,25255,6,Vague
DR_68883,2065,20428,6,Aggressive
DR_24948,1692,12531,6,Normal
DR_40730,1710,26810,6,Normal
DR_24854,2335,26809,6,Aggressive
DR_11167,1724,11807,6,Aggressive
DR_35602,1676,13472,6,Vague
DR_21216,1728,19059,6,Aggressive
DR_20523,1673,15066,5,Aggressive
DR_25280,1746,21417,6,Vague
DR_53560,455,1047,2,Vague
DR_52051,640,2069,2,Vague
DR_17311,1701,18178,6,Aggressive
DR_5461,1638,12358,4,Vague
DR_10820,1690,32118,6,Vague
DR_4507,1693,9666,6,Vague
DR_24174,1706,35448,6,Normal
DR_75068,1722,24930,6,Normal
DR_42536,549,2414,2,Normal
DR_47402,564,1350,2,Normal
DR_64999,1733,23892,6,Vague
DR_24260,563,1593,2,Normal
DR_75012,564,1516,2,Normal
DR_45290,1892,12123,4,Aggressive
DR_27519,1670,10129,5,Normal
DR_68833,545,1415,2,Normal
DR_66591,588,2207,2,Normal
DR_16879,927,4880,2,Normal
DR_63106,554,1347,2,Aggressive
DR_23610,591,1566,2,Normal
DR_44582,541,1977,2,Normal
DR_13503,947,8284,3,Normal
DR_15886,937,16028,4,Normal
DR_38027,649,2005,2,Vague
DR_30649,1633,10444,5,Vague
DR_44355,531,1103,2,Vague
DR_22687,584,1584,2,Normal
DR_72426,581,1198,2,Vague
DR_15851,528,1434,2,Vague
DR_46877,547,1754,2,Normal
DR_10443,597,1471,2,Vague
DR_36432,610,1955,2,Vague
DR_51635,571,1655,2,Vague
DR_28527,531,1599,2,Normal
DR_47396,545,1189,2,Vague
DR_67105,527,1589,2,Normal
DR_71245,545,1544,2,Normal
DR_40303,544,1976,2,Normal
DR_45340,536,1454,2,Vague
DR_49724,558,1184,2,Normal
DR_33349,570,1397,2,Normal
DR_48774,543,1940,2,Normal
DR_55001,559,2286,2,Vague
DR_27014,642,2000,2,Normal
DR_64022,1700,25688,6,Aggressive
DR_47883,1000,2529,4,Vague
DR_64495,1738,10834,6,Aggressive
DR_26625,523,904,2,Vague
DR_14043,547,1477,2,Vague
DR_41896,2039,21958,6,Normal
DR_10729,1729,19488,6,Normal
DR_67429,1698,22154,6,Aggressive
DR_33485,547,1919,2,Normal
DR_17056,1726,12995,6,Normal
DR_57652,573,1544,2,Normal
DR_51444,2023,20148,6,Aggressive
DR_64255,2034,17035,6,Vague
DR_68549,952,2333,4,Vague
DR_27461,1373,12199,6,Vague
DR_21808,2003,17604,5,Aggressive
DR_18269,1967,20480,6,Normal
DR_49261,2019,14846,5,Normal
DR_44773,1701,19018,6,Aggressive
DR_15776,1945,12457,6,Vague
DR_67964,1657,10950,6,Normal
DR_48454,560,1578,2,Vague
DR_32156,1983,9981,6,Normal
DR_49688,555,1690,2,Normal
DR_54239,1670,15974,6,Vague
DR_15463,625,1591,2,Normal
DR_63049,745,2008,2,Vague
DR_68824,540,1713,2,Vague
DR_37747,1907,18766,5,Normal
DR_27134,2026,14598,6,Normal
DR_7143,540,1419,2,Vague
DR_56483,546,1409,2,Vague
DR_58083,527,1391,2,Normal
DR_66606,612,1811,2,Aggressive
DR_60095,616,2042,2,Normal
DR_38665,573,1740,2,Normal
DR_69572,580,2026,2,Normal
DR_67071,600,1317,2,Normal
DR_45184,592,1986,2,Normal
DR_20802,879,1945,4,Normal
DR_56353,554,1557,2,Normal
DR_23967,584,1931,2,Normal
DR_12024,547,1513,2,Normal
DR_65408,656,2122,2,Vague
DR_65097,569,2113,2,Vague
DR_42041,490,1162,2,Normal
DR_70892,573,1365,2,Vague
DR_53411,600,1346,2,Vague
DR_30474,570,1513,2,Vague
DR_52936,946,1641,3,Vague
DR_27965,525,1277,2,Vague
DR_55655,1116,3209,4,Vague
DR_33665,553,1188,2,Vague
DR_72175,585,1711,2,Vague
DR_15594,1168,3327,4,Normal
DR_13613,731,2875,2,Vague
DR_54226,595,1819,2,Vague
DR_25175,596,1251,2,Normal
DR_43719,514,1102,2,Vague
DR_62204,585,1802,2,Normal
DR_61720,604,1955,2,Normal
DR_37233,1034,2408,3,Normal
DR_57065,539,2022,2,Vague
DR_22385,1726,24950,6,Aggressive
DR_50501,541,1401,2,Aggressive
DR_46348,566,998,2,Vague
DR_35163,484,2044,2,Normal
DR_29172,504,887,2,Normal
DR_66153,572,1815,2,Normal
DR_41232,547,1214,2,Normal
DR_31692,1707,29171,6,Aggressive
DR_20921,2102,36509,6,Aggressive
DR_12340,1624,14228,4,Vague
DR_15357,896,871,3,Normal
DR_64733,521,834,2,Vague
DR_29217,541,1957,2,Normal
DR_35330,588,2788,2,Normal
DR_70837,561,2085,2,Normal
DR_39977,553,1848,2,Normal
DR_66781,580,1708,2,Normal
DR_46320,579,1609,2,Normal
DR_66412,555,1747,2,Aggressive
DR_63551,643,2123,2,Normal
DR_60267,753,2968,2,Normal
DR_38587,570,2574,2,Normal
DR_13034,539,2613,2,Vague
DR_45886,587,1776,2,Vague
DR_44013,558,2562,2,Vague
DR_55617,565,1720,2,Vague
DR_65969,606,1998,2,Normal
DR_43490,537,2092,2,Normal
DR_55888,1708,21531,6,Normal
DR_73036,550,2275,2,Normal
DR_68172,546,1876,2,Vague
DR_52693,645,2665,2,Vague
DR_46718,539,1841,2,Vague
DR_16640,1703,11203,5,Normal
DR_40484,624,2553,2,Vague
DR_12250,594,2055,2,Vague
DR_34733,513,1769,2,Vague
DR_15342,1673,24723,6,Normal
DR_35418,1710,17245,6,Aggressive
DR_67307,1085,13893,3,Vague
DR_24956,1745,15814,4,Normal
DR_49875,1695,26961,6,Normal
DR_73693,1699,31068,5,Aggressive
DR_20896,975,4384,4,Vague
DR_18997,2073,16974,4,Normal
DR_34602,2089,23098,5,Aggressive
DR_20543,2026,21581,6,Aggressive
DR_15018,1050,7797,2,Normal
DR_29096,1092,3493,3,Vague
DR_28723,636,2779,2,Vague
DR_24902,511,2130,2,Vague
DR_73215,699,2254,2,Normal
DR_35224,1684,13827,4,Vague
DR_30404,572,1836,2,Vague
DR_45809,672,5745,2,Vague
DR_58850,1481,11675,5,Normal
DR_51911,838,3971,2,Normal
DR_41645,599,943,2,Normal
DR_64697,1677,20553,4,Normal
DR_7451,1765,13629,5,Aggressive
DR_21213,1660,14712,5,Normal
DR_22221,561,1988,2,Normal
DR_33341,655,2912,2,Normal
DR_48664,633,2532,2,Normal
DR_19713,1675,16722,5,Normal
DR_24126,1757,24346,6,Aggressive
DR_11840,1715,26762,6,Normal
DR_34485,1691,34082,6,Normal
DR_18443,581,1714,2,Normal
DR_66685,1048,9505,2,Normal
DR_39112,699,2387,2,Normal
DR_26406,579,1843,2,Normal
DR_69813,611,2303,2,Vague
DR_58551,750,3261,2,Vague
DR_62429,1046,3762,3,Normal
DR_53766,593,1869,2,Normal
DR_13654,586,2179,2,Normal
DR_40687,612,2516,2,Vague
DR_68266,1701,30492,6,Aggressive
DR_30502,1642,11506,4,Vague
DR_44832,619,1958,2,Vague
DR_26015,1029,3967,4,Normal
DR_5780,530,2549,2,Vague
DR_27672,941,2854,4,Vague
DR_43987,1727,18984,6,Vague
DR_15460,539,1786,2,Normal
DR_57718,537,2669,2,Vague
DR_22886,1712,18324,6,Vague
DR_50853,1745,30219,6,Aggressive
DR_5857,1786,29738,6,Aggressive
DR_12557,1708,19219,6,Vague
DR_49222,1978,30701,7,Normal
DR_11736,1924,13128,5,Vague
DR_34725,618,2183,2,Vague
DR_57558,1701,16157,5,Aggressive
DR_49164,1737,28010,6,Aggressive
DR_37376,1698,15878,4,Normal
DR_34994,1728,23821,6,Aggressive
DR_35462,1762,17359,4,Vague
DR_58581,1748,15415,4,Aggressive
DR_71017,1701,31724,6,Vague
DR_28861,2099,24130,6,Aggressive
DR_62263,1808,23720,6,Vague
DR_39189,1718,21302,6,Vague
DR_25788,1728,23898,6,Aggressive
DR_47259,447,2108,2,Normal
DR_73694,2032,11698,5,Aggressive
DR_61821,1980,12624,4,Vague
DR_30640,1263,3700,6,Vague
DR_66324,2046,22962,5,Aggressive
DR_69307,1934,17619,4,Normal
DR_6160,540,1541,2,Normal
DR_66151,1469,4760,5,Normal
DR_63364,620,1512,2,Normal
DR_37640,1686,15936,6,Normal
DR_63422,1681,12492,6,Normal
DR_55997,2071,14729,5,Aggressive
DR_39836,623,1176,2,Normal
DR_10498,1720,13197,5,Aggressive
DR_42600,644,1810,2,Normal
DR_15037,1678,28344,6,Normal
DR_58401,617,2089,2,Normal
DR_17922,892,10318,3,Normal
DR_69380,1715,29365,6,Normal
DR_49385,957,603,2,Normal
DR_68878,1739,12981,4,Aggressive
DR_37945,1522,12130,4,Normal
DR_45869,646,2247,2,Normal
DR_43065,1698,16137,6,Aggressive
DR_74546,728,5243,3,Normal
DR_4354,969,1995,3,Normal
DR_64147,1722,15988,5,Aggressive
DR_62063,609,2287,2,Normal
DR_71536,1697,12905,4,Normal
DR_35179,1696,25490,6,Aggressive
DR_58540,1636,5579,4,Normal
DR_5621,1706,31959,6,Normal
DR_66843,1602,6983,6,Aggressive
DR_17155,532,1517,2,Aggressive
DR_53354,1631,15119,4,Normal
DR_51818,1687,23330,6,Normal
DR_62473,1706,9531,5,Aggressive
DR_33576,488,1214,2,Aggressive
DR_74908,1721,18740,5,Normal
DR_34083,1606,6586,4,Vague
DR_5738,1705,24205,5,Normal
DR_22215,1681,10058,5,Normal
DR_28079,1670,21836,6,Normal
DR_27981,1990,14282,5,Aggressive
DR_26284,1768,18050,6,Vague
DR_30235,1723,14508,5,Normal
DR_52188,736,3955,2,Normal
DR_24456,1672,18163,6,Normal
DR_66832,1453,6711,6,Normal
DR_31643,1669,7436,6,Normal
DR_26787,1747,22398,5,Vague
DR_11436,1719,17609,6,Aggressive
DR_42461,1706,24839,6,Normal
DR_73162,1681,12948,4,Normal
DR_64122,1755,18898,6,Normal
DR_19809,1796,27585,6,Aggressive
DR_22046,1991,21263,5,Normal
DR_15543,1931,14631,6,Aggressive
DR_71369,2002,15469,5,Normal
DR_39407,2010,21100,5,Normal
DR_15947,594,2091,2,Vague
DR_62970,2000,17861,5,Aggressive
DR_29106,1728,14673,6,Aggressive
DR_26860,1728,26845,6,Aggressive
DR_72063,1709,14950,5,Normal
DR_30175,569,2429,2,Normal
DR_60861,1727,19463,6,Normal
DR_37259,1713,25289,5,Aggressive
DR_17591,1682,13848,5,Normal
DR_68268,651,2185,2,Vague
DR_62249,612,2504,2,Vague
DR_37929,864,3972,2,Normal
DR_60330,1702,31280,6,Aggressive
DR_22905,1680,24784,5,Normal
DR_13870,1055,11134,2,Normal
DR_32954,1709,15122,4,Vague
DR_15583,561,1711,2,Vague
DR_40017,1724,14618,4,Aggressive
DR_35412,1698,12411,4,Vague
DR_58589,1772,17884,5,Aggressive
DR_73255,1746,23279,6,Aggressive
DR_64293,582,1294,2,Vague
DR_10320,864,4462,2,Normal
DR_57596,1685,23546,5,Normal
DR_26657,593,1882,2,Vague
DR_63154,634,2451,2,Vague
DR_63494,1719,23855,6,Normal
DR_23974,1705,23906,6,Aggressive
DR_22917,666,2892,2,Normal
DR_66484,1036,12025,2,Normal
DR_37429,541,1709,2,Vague
DR_49917,595,1652,2,Normal
DR_65613,1686,17032,6,Normal
DR_66825,1714,26868,6,Aggressive
DR_41137,1740,20434,6,Normal
DR_46092,1732,27912,6,Aggressive
DR_24410,575,2248,2,Normal
